BeamType;X_Pos;SuppL_Pos;SuppR_Pos;Calc_factor;Calc_const;Finger_pressed;Press_Distance;Press_force;Deviation_Finger_1(Right);Deviation_Finger_2;Deviation_Finger_3;Deviation_Finger_4;Deviation_Finger_5;Deviation_Finger_6;Deviation_Finger_7;Deviation_Finger_8;Note
CF500 SL2 (21/112) 130056;1599.767;335.4938;198.0006;0.7;3.3;3;283.2031;142.2359;0.001;1.268109;2.383469;2.532296;2.013947;0.8512235;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1264.531;200.0058;198.0006;0.9;5.2;4;288.3287;304.1228;0.001;-0.1638903;-0.5503955;-1.200294;-0.9000773;-0.6151003;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.972;335.4934;198.0006;0.7;3.3;3;283.6228;145.939;0.001;-0.3576998;-0.9229464;-1.485275;-1.060516;-0.7095523;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.972;335.4934;198.0006;0.7;3.3;3;283.6228;145.939;0.001;-0.3576998;-0.9229464;-1.485275;-1.060516;-0.7095523;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1595.972;335.4934;198.0006;0.7;3.3;3;283.6228;145.939;0.001;1.606538;2.689;3.033024;2.353154;1.003693;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1257.025;200.0071;198.0006;0.9;5.2;4;288.1109;299.5606;0.001;-0.1757731;-0.8574137;-1.626769;-1.408538;-0.8420214;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.765;335.4925;198.0006;0.7;3.3;3;283.2553;135.1071;0.001;-0.3276095;-1.135127;-1.805896;-1.533378;-0.9130358;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.765;335.4925;198.0006;0.7;3.3;3;283.2553;135.1071;0.001;0.9849172;2.023572;2.192315;1.630311;0.5244261;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1266.141;200.006;198.0006;0.9;5.2;4;288.0506;290.045;0.001;-0.2808909;-0.6529383;-1.210395;-1.003814;-0.788486;0.001;0.001;
CF500 SL2 (21/112) 130056;1594.564;335.4938;198.0004;0.7;3.3;3;283.5976;145.9927;0.001;-0.5416751;-1.063251;-1.522003;-1.225337;-0.889873;0.001;0.001;
CF500 SL2 (21/112) 130056;1594.564;335.4938;198.0004;0.7;3.3;3;283.5976;145.9927;0.001;1.156926;2.027318;2.299172;1.645009;0.554154;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1259.63;200.0075;198.0003;0.9;5.2;4;287.9354;285.0623;0.001;-0.06407874;-0.4432826;-0.9774126;-0.9951205;-0.737247;0.001;0.001;
CF500 SL2 (21/112) 130056;1602.568;335.4927;198.0006;0.7;3.3;3;283.3527;-32.6884;0.001;1.076211;2.136014;2.235181;1.771428;0.6653219;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1255.449;200.0086;198.0003;0.9;5.2;4;288.02;280.426;0.001;-0.1911082;-0.4625392;-1.083892;-0.8414606;-0.6073603;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.86;335.4938;198.0003;0.7;3.3;3;283.6737;150.2098;0.001;-0.4376826;-0.9571947;-1.451862;-1.111968;-0.7488818;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.86;335.4938;198.0003;0.7;3.3;3;283.6737;150.2098;0.001;-0.4376826;-0.9571947;-1.451862;-1.111968;-0.7488818;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1600.86;335.4938;198.0003;0.7;3.3;3;283.6737;150.2098;0.001;1.126343;2.113263;2.248101;1.846448;0.7377897;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1267.344;200.006;198.0006;0.9;5.2;4;288.2466;287.3371;0.001;1.265729;2.093754;2.239438;1.735413;0.7743917;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1249.992;200.0113;198.0004;0.9;5.2;4;287.7648;286.8734;0.001;-0.163341;-0.7995791;-1.482257;-1.218749;-0.6666979;0.001;0.001;
CF500 SL2 (21/112) 130056;1592.462;335.4925;198.0003;0.7;3.3;3;283.2583;142.8509;0.001;1.517228;2.371163;2.528672;1.955777;0.8204428;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1259.86;200.0051;198.0004;0.9;5.2;4;287.9755;293.3963;0.001;-0.05858939;-0.7833018;-1.559894;-1.35736;-0.8215747;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.957;335.4925;198.0003;0.7;3.3;3;0.0;60.36478;0.001;1.126645;2.076855;2.221928;1.821675;0.8712965;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1260.074;200.007;198.0004;0.9;5.2;4;288.0894;286.7155;0.001;-0.1592058;-0.5447878;-1.159706;-0.8431658;-0.4392466;0.001;0.001;
CF500 SL2 (21/112) 130056;1599.962;335.4922;198.0003;0.7;3.3;3;283.7153;152.2739;0.001;-0.4068484;-0.9911608;-1.526786;-1.074619;-0.5426516;0.001;0.001;
CF500 SL2 (21/112) 130056;1599.962;335.4922;198.0003;0.7;3.3;3;283.7153;152.2739;0.001;-0.4068484;-0.9911608;-1.526786;-1.074619;-0.5426516;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1599.962;335.4922;198.0003;0.7;3.3;3;283.7153;152.2739;0.001;0.3828398;1.165044;1.829755;1.51463;0.4640013;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1266.231;200.0048;198.0003;0.9;5.2;4;287.3197;278.9026;0.001;-0.7027201;-1.067367;-1.10292;-0.7790446;-0.647655;0.001;0.001;
CF500 SL2 (21/112) 130058;1266.231;200.0048;198.0003;0.9;5.2;4;287.3197;278.9026;0.001;-0.7027201;-1.067367;-1.10292;-0.7790446;-0.647655;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1266.231;200.0048;198.0003;0.9;5.2;4;287.3197;278.9026;0.001;1.24458;2.181897;2.512578;2.282128;0.9456907;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1266.232;200.014;198.0003;0.9;5.2;4;288.3294;304.5551;0.001;-0.2119212;-0.8079676;-1.338684;-0.7724871;-0.5691638;0.001;0.001;
CF500 SL2 (21/112) 130058;1523.38;200.0107;121.50974;0.7;2.7;3;283.8375;81.12944;0.001;1.283028;2.416051;3.013856;2.498925;1.287011;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1257.77;200.0108;197.9781;0.9;5.2;4;288.1785;295.1591;0.001;-0.6107478;-1.371322;-1.787395;-1.255561;-0.5956759;0.001;0.001;
CF500 SL2 (21/112) 130058;1257.77;200.0108;197.9781;0.9;5.2;4;288.1785;295.1591;0.001;-0.6107478;-1.371322;-1.787395;-1.255561;-0.5956759;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1257.77;200.0108;197.9781;0.9;5.2;4;288.1785;295.1591;0.001;1.156407;2.256722;2.574044;2.213139;0.9563985;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1257.77;200.0106;198.0003;0.9;5.2;4;287.9348;289.2878;0.001;-0.1507525;-0.3823466;-0.8404765;-0.5192332;-0.3919177;0.001;0.001;
CF500 SL2 (21/112) 130058;1521.907;200.0103;121.51125;0.7;2.7;3;284.2276;90.98901;0.001;-0.3291811;-0.67942;-1.082435;-0.6820292;-0.4873881;0.001;0.001;
CF500 SL2 (21/112) 130058;1521.907;200.0103;121.51125;0.7;2.7;3;284.2276;90.98901;0.001;-0.3291811;-0.67942;-1.082435;-0.6820292;-0.4873881;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1521.907;200.0103;121.51125;0.7;2.7;3;284.2276;90.98901;0.001;1.276574;2.449849;3.094044;2.608029;1.338349;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1338.805;200.0103;197.9929;0.9;5.2;4;288.4131;299.717;0.001;-0.9183459;-1.927692;-2.390323;-1.574706;-0.7403063;0.001;0.001;
CF500 SL2 (21/112) 130058;1338.805;200.0103;197.9929;0.9;5.2;4;288.4131;299.717;0.001;1.015019;1.844289;2.112393;1.813042;0.685681;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1264.629;200.0103;198.0013;0.9;5.2;4;287.9877;287.9122;0.001;-0.2977747;-0.8276896;-1.334232;-0.8688273;-0.6401171;0.001;0.001;
CF500 SL2 (21/112) 130058;1530.242;200.0098;121.51437;0.7;2.7;3;283.9043;82.31629;0.001;-0.3499751;-0.941955;-1.40969;-0.907165;-0.6742625;0.001;0.001;
CF500 SL2 (21/112) 130058;1530.242;200.0098;121.51437;0.7;2.7;3;283.9043;82.31629;0.001;-0.3499751;-0.941955;-1.40969;-0.907165;-0.6742625;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1530.242;200.0098;121.51437;0.7;2.7;3;283.9043;82.31629;0.001;0.8897329;1.745877;2.256203;1.849469;0.8977285;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1332.028;200.0098;197.9783;0.9;5.2;4;287.7183;281.5804;0.001;-0.6926875;-1.478752;-1.824565;-1.28796;-0.6714778;0.001;0.001;
CF500 SL2 (21/112) 130058;1332.028;200.0098;197.9783;0.9;5.2;4;287.7183;281.5804;0.001;1.12024;1.93541;2.226708;1.993092;0.8886991;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1257.229;200.0098;198.0013;0.9;5.2;4;287.8679;281.8449;0.001;-0.5949092;-1.498931;-2.186542;-1.462657;-0.8353037;0.001;0.001;
CF500 SL2 (21/112) 130058;1257.229;200.0098;198.0013;0.9;5.2;4;287.8679;281.8449;0.001;1.248337;2.365368;2.99664;2.587735;1.28016;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1258.148;200.0096;198.0011;0.9;5.2;4;288.4516;303.7965;0.001;-0.3273844;-0.919681;-1.184894;-0.6325678;-0.3494105;0.001;0.001;
CF500 SL2 (21/112) 130058;1258.148;200.0096;198.0011;0.9;5.2;4;288.4516;303.7965;0.001;-0.3273844;-0.919681;-1.184894;-0.6325678;-0.3494105;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1258.148;200.0096;198.0011;0.9;5.2;4;288.4516;303.7965;0.001;1.381432;2.412205;2.844082;2.497723;1.173348;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1259.364;200.0095;198.001;0.9;5.2;4;288.1317;293.522;0.001;-0.4275393;-1.166286;-1.742126;-1.065746;-0.6233706;0.001;0.001;
CF500 SL2 (21/112) 130058;1259.364;200.0095;198.001;0.9;5.2;4;288.1317;293.522;0.001;-0.4275393;-1.166286;-1.742126;-1.065746;-0.6233706;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1259.364;200.0095;198.001;0.9;5.2;4;288.1317;293.522;0.001;1.681081;2.736462;3.114377;2.265168;0.9914213;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1257.825;200.0095;198.001;0.9;5.2;4;288.4392;306.094;0.001;-0.03072684;-0.712192;-1.372146;-1.296882;-0.7703776;0.001;0.001;
CF500 SL2 (21/112) 130056;1592.771;335.4895;198.0008;0.7;3.3;3;283.2175;148.5713;0.001;-0.2436671;-1.094512;-1.67752;-1.506652;-0.8525347;0.001;0.001;
CF500 SL2 (21/112) 130056;1592.771;335.4948;198.0006;0.7;3.3;3;283.1588;139.2111;0.001;-0.2480234;-1.124694;-1.684394;-1.49126;-0.8691439;0.001;0.001;
CF500 SL2 (21/112) 130056;1599.507;335.4946;198.0008;0.7;3.3;3;0.0;58.48882;0.001;1.429143;2.547413;2.740105;2.252503;1.032563;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1265.674;200.0073;198.0006;0.9;5.2;4;288.6049;302.1815;0.001;-0.2142901;-0.8506579;-1.680755;-1.209869;-0.6679263;0.001;0.001;
CF500 SL2 (21/112) 130056;1594.651;335.4929;198.0006;0.7;3.3;3;283.5441;143.1736;0.001;-0.4252543;-1.209087;-1.969005;-1.397834;-0.7527957;0.001;0.001;
CF500 SL2 (21/112) 130056;1594.651;335.4929;198.0006;0.7;3.3;3;283.5441;143.1736;0.001;1.580941;2.463311;2.656598;2.030915;0.9213606;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1258.634;200.0221;198.0008;0.9;5.2;4;288.3017;298.2997;0.001;0.007542206;-0.6771655;-1.473911;-1.283668;-0.7029986;0.001;0.001;
CF500 SL2 (21/112) 130056;1602.36;335.4912;198.0006;0.7;3.3;3;283.2329;145.9205;0.001;-0.2611842;-1.11565;-1.844364;-1.512485;-0.8236041;0.001;0.001;
CF500 SL2 (21/112) 130056;1602.359;335.4982;198.0006;0.7;3.3;3;283.1377;138.4131;0.001;-0.2880625;-1.156837;-1.862312;-1.562835;-0.8642268;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.218;335.4982;198.0006;0.7;3.3;3;283.1233;131.2364;0.001;-0.2631297;-1.1567;-1.872047;-1.533245;-0.845962;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.772;335.4982;198.0006;0.7;3.3;3;283.1762;137.5203;0.001;-0.2717433;-1.162609;-1.870731;-1.549015;-0.8394656;0.001;0.001;
CF500 SL2 (21/112) 130056;1592.738;335.4982;198.0008;0.7;3.3;3;283.2528;138.0751;0.001;-0.2636637;-1.18048;-1.873863;-1.560031;-0.8741259;0.001;0.001;
CF500 SL2 (21/112) 130056;1602.257;335.4982;198.0008;0.7;3.3;3;283.1782;136.0791;0.001;-0.2703051;-1.200443;-1.895999;-1.577136;-0.8455691;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.222;335.4982;198.0008;0.7;3.3;3;0.0;64.34421;0.001;1.132165;1.951169;1.985352;1.709592;0.731114;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1256.387;200.0106;198.001;0.9;5.2;4;287.9604;281.3613;0.001;-0.05688041;-0.4825549;-1.17839;-0.7550311;-0.4956164;0.001;0.001;
CF500 SL2 (21/112) 130056;1597.37;335.4938;198.0006;0.7;3.3;3;283.6258;146.8008;0.001;-0.2953486;-0.9179568;-1.535118;-0.9703478;-0.5701098;0.001;0.001;
CF500 SL2 (21/112) 130056;1597.369;335.4901;198.0006;0.7;3.3;3;283.674;-30.35985;0.001;1.464669;2.317586;2.498879;1.857297;0.7625433;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1264.782;200.0268;198.0006;0.9;5.2;4;288.2415;292.0725;0.001;-0.2137598;-1.065555;-1.967723;-1.759891;-1.021461;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.168;335.4938;198.0006;0.7;3.3;3;0.0;65.66242;0.001;1.011517;1.800484;1.778378;1.278969;0.2699056;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1266.178;200.0056;198.0006;0.9;5.2;4;287.377;266.9049;0.001;-0.293899;-0.8770747;-1.634502;-1.388606;-1.06575;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.561;335.4912;198.0006;0.7;3.3;3;283.259;138.4724;0.001;0.9406629;1.857236;1.977311;1.651257;0.6987501;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1264.179;200.006;198.0006;0.9;5.2;4;287.5817;275.2345;0.001;-0.418796;-0.9391016;-1.60683;-1.171325;-0.6835513;0.001;0.001;
CF500 SL2 (21/112) 130056;1264.179;200.006;198.0006;0.9;5.2;4;287.5817;275.2345;0.001;-0.418796;-0.9391016;-1.60683;-1.171325;-0.6835513;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1264.179;200.006;198.0006;0.9;5.2;4;287.5817;275.2345;0.001;1.562077;2.431103;2.686249;2.039528;0.9531828;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1264.178;200.0092;198.0006;0.9;5.2;4;288.401;300.5353;0.001;-0.0740351;-0.8625025;-1.585063;-1.336379;-0.721435;0.001;0.001;
CF500 SL2 (21/112) 130056;1594.651;335.4942;198.0006;0.7;3.3;3;283.6596;152.3747;0.001;-0.3152537;-1.323425;-1.910354;-1.565566;-0.8361582;0.001;0.001;
CF500 SL2 (21/112) 130056;1594.651;335.4942;198.0006;0.7;3.3;3;283.6596;152.3747;0.001;1.491185;2.287919;2.423501;1.75274;0.8436323;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1260.758;200.0073;198.0006;0.9;5.2;4;288.4072;292.6904;0.001;-0.171966;-0.9916758;-1.930438;-1.706291;-0.9123263;0.001;0.001;
CF500 SL2 (21/112) 130056;1596.749;335.4927;198.0006;0.7;3.3;3;283.2737;136.0611;0.001;-0.3912501;-1.357665;-2.244079;-1.904792;-0.9906611;0.001;0.001;
CF500 SL2 (21/112) 130056;1596.749;335.4927;198.0006;0.7;3.3;3;283.2737;136.0611;0.001;1.687951;2.635773;2.935444;2.263112;1.034569;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1259.039;200.0102;198.0006;0.9;5.2;4;288.4486;299.186;0.001;0.04740579;-0.5855097;-1.349021;-1.194236;-0.6787867;0.001;0.001;
CF500 SL2 (21/112) 130058;1599.548;335.4874;198.0006;0.7;3.3;3;0.0;66.52111;0.001;0.7083364;1.694958;2.127;1.85513;0.7415014;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1266.5;200.007;198.0006;0.9;5.2;4;287.9534;287.4888;0.001;-0.5565638;-0.8696131;-1.167846;-0.7094988;-0.538898;0.001;0.001;
CF500 SL2 (21/112) 130058;1266.5;200.007;198.0006;0.9;5.2;4;287.9534;287.4888;0.001;-0.5565638;-0.8696131;-1.167846;-0.7094988;-0.538898;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1266.5;200.007;198.0006;0.9;5.2;4;287.9534;287.4888;0.001;1.115044;2.011292;2.522957;2.075001;1.034585;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1266.499;200.0028;198.0006;0.9;5.2;4;288.3155;296.7229;0.001;-0.4054255;-1.136539;-1.48962;-1.021892;-0.5395121;0.001;0.001;
CF500 SL2 (21/112) 130058;1266.499;200.0028;198.0006;0.9;5.2;4;288.3155;296.7229;0.001;-0.4054255;-1.136539;-1.48962;-1.021892;-0.5395121;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1266.499;200.0028;198.0006;0.9;5.2;4;288.3155;296.7229;0.001;1.067246;2.10661;2.462392;2.257432;0.9877172;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1263.777;200.0028;198.0006;0.9;5.2;4;288.0204;293.1628;0.001;-0.5005412;-1.048664;-1.520652;-0.8080248;-0.5391802;0.001;0.001;
CF500 SL2 (21/112) 130058;1263.777;200.0028;198.0006;0.9;5.2;4;288.0204;293.1628;0.001;-0.5005412;-1.048664;-1.520652;-0.8080248;-0.5391802;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1263.777;200.0028;198.0006;0.9;5.2;4;288.0204;293.1628;0.001;1.118531;2.238782;2.798726;2.353596;1.179299;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1264.083;200.0028;198.0006;0.9;5.2;4;288.3185;298.8771;0.001;-0.5356631;-1.085109;-1.333278;-0.8241992;-0.4239916;0.001;0.001;
CF500 SL2 (21/112) 130058;1264.083;200.0028;198.0006;0.9;5.2;4;288.3185;298.8771;0.001;-0.5356631;-1.085109;-1.333278;-0.8241992;-0.4239916;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1264.083;200.0028;198.0006;0.9;5.2;4;288.3185;298.8771;0.001;1.135651;2.120144;2.402753;2.163941;0.9022604;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1266.525;200.0028;198.0006;0.9;5.2;4;287.9439;289.2387;0.001;-0.4455714;-1.07463;-1.684684;-1.032089;-0.6861491;0.001;0.001;
CF500 SL2 (21/112) 130058;1266.525;200.0028;198.0006;0.9;5.2;4;287.9439;289.2387;0.001;-0.4455714;-1.07463;-1.684684;-1.032089;-0.6861491;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1266.525;200.0028;198.0006;0.9;5.2;4;287.9439;289.2387;0.001;0.2711607;1.112282;1.634045;1.402074;0.5428892;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1263.476;200.0025;198.0006;0.9;5.2;4;287.47;266.5307;0.001;-0.8600306;-1.234764;-1.418834;-0.9999003;-0.6447634;0.001;0.001;
CF500 SL2 (21/112) 130058;1263.476;200.0025;198.0006;0.9;5.2;4;287.47;266.5307;0.001;1.207165;2.308007;2.548958;2.261204;0.9390875;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1257.174;200.0025;198.0006;0.9;5.2;4;287.9798;292.608;0.001;-0.3244013;-0.8109698;-1.507667;-0.9624438;-0.6561007;0.001;0.001;
CF500 SL2 (21/112) 130058;1257.174;200.0025;198.0006;0.9;5.2;4;287.9798;292.608;0.001;-0.3244013;-0.8109698;-1.507667;-0.9624438;-0.6561007;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1257.174;200.0025;198.0006;0.9;5.2;4;287.9798;292.608;0.001;0.9380193;1.709191;2.126786;1.879746;0.7233702;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1256.043;200.0025;198.0006;0.9;5.2;4;287.4547;287.9862;0.001;-0.3580279;-0.9254336;-1.358085;-0.8958659;-0.627685;0.001;0.001;
CF500 SL2 (21/112) 130058;1256.043;200.0025;198.0006;0.9;5.2;4;287.4547;287.9862;0.001;-0.3580279;-0.9254336;-1.358085;-0.8958659;-0.627685;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1256.043;200.0025;198.0006;0.9;5.2;4;287.4547;287.9862;0.001;1.1923;2.222664;2.803677;2.352746;1.231633;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1256.043;200.0022;198.0006;0.9;5.2;4;288.6089;300.5997;0.001;-0.4226603;-1.073944;-1.37469;-0.8844332;-0.4001765;0.001;0.001;
CF500 SL2 (21/112) 130058;1256.043;200.0022;198.0006;0.9;5.2;4;288.6089;300.5997;0.001;-0.4226603;-1.073944;-1.37469;-0.8844332;-0.4001765;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1256.043;200.0022;198.0006;0.9;5.2;4;288.6089;300.5997;0.001;1.1507;2.162461;2.55246;2.153245;0.9168783;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1258.029;200.0022;198.0006;0.9;5.2;4;287.8107;296.7112;0.001;-0.3850398;-0.9334978;-1.475917;-1.034206;-0.717956;0.001;0.001;
CF500 SL2 (21/112) 130058;1258.029;200.0022;198.0006;0.9;5.2;4;287.8107;296.7112;0.001;-0.3850398;-0.9334978;-1.475917;-1.034206;-0.717956;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1258.029;200.0022;198.0006;0.9;5.2;4;287.8107;296.7112;0.001;1.1064;2.014668;2.105073;1.682442;0.6797415;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1256.753;200.0022;198.0006;0.9;5.2;4;287.8599;283.1547;0.001;-0.12014715;-0.5193476;-1.182167;-0.8893618;-0.562057;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.375;335.482;198.0006;0.7;3.3;3;283.6786;152.8752;0.001;-0.3893237;-1.013645;-1.566875;-1.154064;-0.7038188;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.375;335.482;198.0006;0.7;3.3;3;283.6786;152.8752;0.001;-0.3893237;-1.013645;-1.566875;-1.154064;-0.7038188;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1600.375;335.482;198.0006;0.7;3.3;3;283.6786;152.8752;0.001;1.810895;2.902291;3.366521;2.66821;1.401101;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1266.54;200.006;198.0006;0.9;5.2;4;288.8013;312.5684;0.001;-0.3500819;-1.298809;-2.084617;-1.642768;-0.7674174;0.001;0.001;
CF500 SL2 (21/112) 130056;1266.54;200.006;198.0006;0.9;5.2;4;288.8013;312.5684;0.001;1.413472;2.610364;2.86546;2.379719;1.089028;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1266.541;200.0073;198.0006;0.9;5.2;4;288.3446;295.9177;0.001;-0.3357348;-0.956119;-1.779655;-1.276668;-0.691112;0.001;0.001;
CF500 SL2 (21/112) 130056;1266.541;200.0073;198.0006;0.9;5.2;4;288.3446;295.9177;0.001;-0.3357348;-0.956119;-1.779655;-1.276668;-0.691112;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1266.541;200.0073;198.0006;0.9;5.2;4;288.3446;295.9177;0.001;1.566296;2.521004;2.739918;2.052674;0.880879;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1262.586;200.0071;198.0006;0.9;5.2;4;288.1634;299.0832;0.001;0.00315149;-0.6276393;-1.322799;-1.185249;-0.7475276;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.37;335.4803;198.0006;0.7;3.3;3;283.3388;149.0618;0.001;-0.2426447;-1.046207;-1.623187;-1.399959;-0.8592715;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.37;335.4931;198.0006;0.7;3.3;3;283.2495;137.5494;0.001;-0.2725367;-1.066703;-1.636848;-1.397418;-0.8428301;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.801;335.4931;198.0006;0.7;3.3;3;283.3785;143.701;0.001;-0.2732653;-1.119827;-1.668106;-1.451;-0.8682703;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.715;335.4931;198.0006;0.7;3.3;3;0.0;72.04608;0.001;1.469411;2.365945;2.651574;1.971547;0.7906195;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1261.679;200.0155;198.0006;0.9;5.2;4;288.26;293.1601;0.001;-0.00011007685;-0.6455989;-1.250999;-1.185527;-0.7608065;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.262;335.4876;198.0006;0.7;3.3;3;283.2449;141.3064;0.001;-0.2150111;-1.010143;-1.548618;-1.365222;-0.8706164;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.261;335.491;198.0006;0.7;3.3;3;283.3059;138.4556;0.001;-0.2378992;-1.067512;-1.608165;-1.410942;-0.8767619;0.001;0.001;
CF500 SL2 (21/112) 130056;1596.337;335.491;198.0006;0.7;3.3;3;0.0;42.2512;0.001;1.68884;2.79818;3.204003;2.347623;1.050744;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1260.785;200.0087;198.0006;0.9;5.2;4;288.6008;311.1568;0.001;-0.07876913;-0.7891955;-1.557044;-1.467136;-0.8462328;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.173;335.4895;198.0006;0.7;3.3;3;283.1007;141.4471;0.001;-0.3226962;-1.171611;-1.849212;-1.655803;-0.929336;0.001;0.001;
CF500 SL2 (21/112) 130056;1601.173;335.4895;198.0006;0.7;3.3;3;283.1007;141.4471;0.001;1.681077;2.729657;3.112649;2.279767;0.9927183;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1263.955;200.0103;198.0004;0.9;5.2;4;288.5355;308.0836;0.001;-0.09950964;-0.8207354;-1.548149;-1.42012;-0.861587;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.366;335.4899;198.0006;0.7;3.3;3;283.174;138.5821;0.001;-0.2647509;-1.157417;-1.807079;-1.603832;-0.9328379;0.001;0.001;
CF500 SL2 (21/112) 130056;1595.366;335.491;198.0004;0.7;3.3;3;283.2236;136.1573;0.001;-0.2777285;-1.179515;-1.81742;-1.604621;-0.9610247;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.188;335.491;198.0006;0.7;3.3;3;283.302;139.146;0.001;-0.3096041;-1.207416;-1.84423;-1.627628;-0.9595179;0.001;0.001;
CF500 SL2 (21/112) 130056;1600.188;335.491;198.0006;0.7;3.3;3;283.302;139.146;0.001;1.470551;2.669137;2.885087;2.194668;0.9410329;0.001;0.001;importing new beam
